Entry	Gene names  (primary )	Entry name	Gene ontology IDs	Organism	Gene names
P33025	psuG	PSUG_ECOLI	GO:0016798; GO:0046872; GO:0046113; GO:0004730	Escherichia coli (strain K12)	psuG pscG yeiN b2165 JW2152
P30235	psuK	PSUK_ECOLI	GO:0005524; GO:0050225	Escherichia coli (strain K12)	psuK pscK yeiC b2166 JW2153
P33024	psuT	PSUT_ECOLI	GO:0005887; GO:1901642; GO:0005337; GO:0005415; GO:0005886	Escherichia coli (strain K12)	psuT pscT yeiM b2164 JW2151
P37177	ptsP	PT1P_ECOLI	GO:0005737; GO:0016301; GO:0046872; GO:0009401; GO:0008965; GO:0006468; GO:0010243	Escherichia coli (strain K12)	ptsP ygdF ygdO b2829 JW2797
P08839	ptsI	PT1_ECOLI	GO:0005829; GO:0016301; GO:0000287; GO:0046872; GO:0019197; GO:0009401; GO:0008965	Escherichia coli (strain K12)	ptsI b2416 JW2409
P0A9M8	pta	PTA_ECOLI	GO:0070689; GO:0019413; GO:0045733; GO:0006083; GO:0019427; GO:0005829; GO:0008959; GO:0008270	Escherichia coli (strain K12)	pta b2297 JW2294
P69811	fruB	PTFAH_ECOLI	GO:0005737; GO:0019897; GO:0032445; GO:0016301; GO:0009401; GO:0022877	Escherichia coli (strain K12)	fruB fpr fruF b2169 JW2156
P32155	frvA	PTFA_ECOLI	GO:0005737; GO:0016021; GO:0016301; GO:0009401; GO:0008982	Escherichia coli (strain K12)	frvA yiiK b3900 JW3871
P69808	fryB	PTFB1_ECOLI	GO:0005737; GO:0016301; GO:0009401; GO:0022877	Escherichia coli (strain K12)	fryB ypdH b2387 JW5389
P69816	frwB	PTFB2_ECOLI	GO:0005737; GO:0016301; GO:0009401; GO:0022877	Escherichia coli (strain K12)	frwB yijK b3950 JW3922
P20966	fruA	PTFBC_ECOLI	GO:0034219; GO:0016021; GO:0016301; GO:0009401; GO:0005886; GO:0022877; GO:0090582; GO:0005351	Escherichia coli (strain K12)	fruA ptsF b2167 JW2154
P32676	frwD	PTFB3_ECOLI	GO:0005737; GO:0016301; GO:0009401; GO:0022877	Escherichia coli (strain K12)	frwD yijN b3953 JW3925
P77579	fryC	PTFC1_ECOLI	GO:0016021; GO:0009401; GO:0005886; GO:0008982	Escherichia coli (strain K12)	fryC ypdG b2386 JW2383
P32672	frwC	PTFC2_ECOLI	GO:0005887; GO:0009401; GO:0005886; GO:0008982; GO:0005351	Escherichia coli (strain K12)	frwC yijJ b3949 JW3921
P32154	frvB	PTFLB_ECOLI	GO:0016021; GO:0016301; GO:0009401; GO:0005886; GO:0022877; GO:0005351	Escherichia coli (strain K12)	frvB yiiJ b3899 JW5562
P32670	ptsA	PTFX2_ECOLI	GO:0005737; GO:0016301; GO:0046872; GO:0009401; GO:0008965; GO:0005215	Escherichia coli (strain K12)	ptsA frwA yijH b3947 JW5555
P77439	fryA	PTFX1_ECOLI	GO:0005737; GO:0016021; GO:0016301; GO:0046872; GO:0009401; GO:0008965; GO:0008982	Escherichia coli (strain K12)	fryA ypdD b2383 JW2380
P69783	crr	PTGA_ECOLI	GO:0005829; GO:0031234; GO:0016301; GO:0016020; GO:0046872; GO:0045912; GO:0009401	Escherichia coli (strain K12)	crr gsr iex tgs treD b2417 JW2410
P69786	ptsG	PTGCB_ECOLI	GO:0034219; GO:0005829; GO:0005355; GO:0015758; GO:0005887; GO:0016301; GO:0009401; GO:0005886; GO:0008982; GO:0090564	Escherichia coli (strain K12)	ptsG glcA umg b1101 JW1087
P05706	srlB	PTHA_ECOLI	GO:0005737; GO:0016301; GO:0009401; GO:0008982	Escherichia coli (strain K12)	srlB gutB b2704 JW2673
P56580	srlE	PTHB_ECOLI	GO:0034219; GO:0016021; GO:0016301; GO:0009401; GO:0005886; GO:0008982; GO:0090563	Escherichia coli (strain K12)	srlE gutE b2703 JW5430
P56579	srlA	PTHC_ECOLI	GO:0016021; GO:0009401; GO:0005886	Escherichia coli (strain K12)	srlA gutA sbl b2702 JW5429
P0AA04	ptsH	PTHP_ECOLI	GO:0005829; GO:0008047; GO:0016301; GO:0019197; GO:0009401; GO:0008965; GO:0043085; GO:0045819; GO:0004674	Escherichia coli (strain K12)	ptsH hpr b2415 JW2408
C4ZTP5	pth	PTH_ECOBW	GO:0004045; GO:0005737; GO:0006412	Escherichia coli (strain K12 / MC4100 / BW2952)	pth BWG_1029
B1XAP5	pth	PTH_ECODH	GO:0004045; GO:0005737; GO:0006412	Escherichia coli (strain K12 / DH10B)	pth ECDH10B_1257
P0A7D1	pth	PTH_ECOLI	GO:0004045; GO:0005737; GO:0006515; GO:0006412	Escherichia coli (strain K12)	pth b1204 JW1195
P24241	ascF	PTIBC_ECOLI	GO:0016021; GO:0016301; GO:0009401; GO:0005886; GO:0008982	Escherichia coli (strain K12)	ascF b2715 JW5435
P69828	gatA	PTKA_ECOLI	GO:0034219; GO:0005829; GO:0019402; GO:0015796; GO:0016301; GO:0009401; GO:0090584	Escherichia coli (strain K12)	gatA b2094 JW2078/JW2081
P37188	gatB	PTKB_ECOLI	GO:0034219; GO:0005829; GO:0019402; GO:0015796; GO:0009401; GO:0008982; GO:0090584	Escherichia coli (strain K12)	gatB b2093 JW2077
P69831	gatC	PTKC_ECOLI	GO:0034219; GO:0019402; GO:0015577; GO:0015796; GO:0016021; GO:0009401; GO:0005886; GO:0090584	Escherichia coli (strain K12)	gatC b2092 JW2076
P00550	mtlA	PTM3C_ECOLI	GO:0034219; GO:0005887; GO:0016301; GO:0015797; GO:0009401; GO:0005886; GO:0022872; GO:0090565	Escherichia coli (strain K12)	mtlA b3599 JW3573
P69824	cmtB	PTMA_ECOLI	GO:0005737; GO:0016301; GO:0009401; GO:0005215	Escherichia coli (strain K12)	cmtB b2934 JW2901
P69826	cmtA	PTMCB_ECOLI	GO:0016021; GO:0016301; GO:0009401; GO:0005886; GO:0022872	Escherichia coli (strain K12)	cmtA b2933 JW2900
P69797	manX	PTNAB_ECOLI	GO:0005737; GO:0005829; GO:0061490; GO:0005887; GO:0016301; GO:0015761; GO:0016020; GO:0009401; GO:0022870	Escherichia coli (strain K12)	manX gptB ptsL b1817 JW1806
P69801	manY	PTNC_ECOLI	GO:0061490; GO:0005887; GO:0015761; GO:0016020; GO:0009401; GO:0005886; GO:0022870	Escherichia coli (strain K12)	manY pel ptsP b1818 JW1807
P69805	manZ	PTND_ECOLI	GO:0061490; GO:0005887; GO:0015761; GO:0016020; GO:0009401; GO:0005886; GO:0022870	Escherichia coli (strain K12)	manZ gptB ptsM b1819 JW1808
P19642	malX	PTOCB_ECOLI	GO:0009758; GO:0016021; GO:0016301; GO:0009401; GO:0005886; GO:0008982	Escherichia coli (strain K12)	malX b1621 JW1613
P42904	agaV	PTPB2_ECOLI	GO:0005737; GO:0016301; GO:0009401; GO:0008982	Escherichia coli (strain K12)	agaV yhaY b3133 JW3102
P42909	agaB	PTPB1_ECOLI	GO:0005737; GO:0016301; GO:0009401; GO:0008982	Escherichia coli (strain K12)	agaB yraD b3138 JW3107
P42910	agaC	PTPC1_ECOLI	GO:0016021; GO:0009401; GO:0005886	Escherichia coli (strain K12)	agaC yraE b3139 JW3108
P42905	agaW	PTPC2_ECOLI	GO:0016021; GO:0009401; GO:0005886	Escherichia coli (strain K12)	agaW b3134
P42911	agaD	PTPD_ECOLI	GO:0016021; GO:0009401; GO:0005886	Escherichia coli (strain K12)	agaD yraF b3140 JW3109
P69791	chbA	PTQA_ECOLI	GO:1902815; GO:0034219; GO:0005829; GO:0009401; GO:0051260; GO:0090566	Escherichia coli (strain K12)	chbA celC b1736 JW1725
P69795	chbB	PTQB_ECOLI	GO:1902815; GO:0034219; GO:0005829; GO:0016301; GO:0009401; GO:0008982; GO:0090566	Escherichia coli (strain K12)	chbB celA b1738 JW1727
P17334	chbC	PTQC_ECOLI	GO:1902815; GO:0016021; GO:0009401; GO:0005886; GO:0008982	Escherichia coli (strain K12)	chbC celB b1737 JW1726
P24555	ptrB	PTRB_ECOLI	GO:0005737; GO:0004252; GO:0070008	Escherichia coli (strain K12)	ptrB tlp b1845 JW1834
P05458	ptrA	PTRA_ECOLI	GO:0005737; GO:0004222; GO:0008237; GO:0030288; GO:0016485; GO:0006508; GO:0008270	Escherichia coli (strain K12)	ptrA ptr b2821 JW2789
P69829	ptsN	PTSN_ECOLI	GO:0032147; GO:0005829; GO:0004857; GO:0016301; GO:0043086; GO:0009401; GO:0030295; GO:0008982; GO:0032412; GO:0010243	Escherichia coli (strain K12)	ptsN rpoP yhbI b3204 JW3171
P0A9N0	ptsO	PTSO_ECOLI	GO:0005737; GO:0009401; GO:0006468; GO:0004674; GO:0010243; GO:0016772	Escherichia coli (strain K12)	ptsO npr rpoR yhbK b3206 JW3173
P36672	treB	PTTBC_ECOLI	GO:0034219; GO:0016021; GO:0016301; GO:0009401; GO:0005886; GO:0008982; GO:0090589; GO:0015574; GO:0015771	Escherichia coli (strain K12)	treB b4240 JW4199
P09323	nagE	PTW3C_ECOLI	GO:0015572; GO:0015764; GO:0034219; GO:0006974; GO:0016021; GO:0016301; GO:0019866; GO:0009401; GO:0005886; GO:0008982; GO:0090586	Escherichia coli (strain K12)	nagE pstN b0679 JW0665
P08722	bglF	PTV3B_ECOLI	GO:0016021; GO:0016301; GO:0009401; GO:0005886; GO:0008982	Escherichia coli (strain K12)	bglF bglC bglS b3722 JW3700
P31452	glvC	PTXC_ECOLI	GO:0008643; GO:0016021; GO:0009401; GO:0005886; GO:0008982	Escherichia coli (strain K12)	glvC b3683 JW3660
P69789	glvB	PTXB_ECOLI	GO:0016021; GO:0016301; GO:0009401; GO:0005886; GO:0008982	Escherichia coli (strain K12)	glvB glvC b3682 JW3659
P77272	murP	PTYBC_ECOLI	GO:0034219; GO:0005887; GO:0016301; GO:0016020; GO:0009401; GO:0005886; GO:0008982; GO:0090588	Escherichia coli (strain K12)	murP yfeV b2429 JW2422
P0AG16	purF	PUR1_ECOLI	GO:0006189; GO:0004044; GO:0005737; GO:0005829; GO:0006541; GO:0042802; GO:0000287; GO:0009116; GO:0009113; GO:0006164; GO:0016757	Escherichia coli (strain K12)	purF b2312 JW2309
P15640	purD	PUR2_ECOLI	GO:0006189; GO:0005524; GO:0042623; GO:0006974; GO:0000287; GO:0030145; GO:0004637; GO:0009113; GO:0006164	Escherichia coli (strain K12)	purD b4005 JW3969
P08179	purN	PUR3_ECOLI	GO:0006189; GO:0006974; GO:0005829; GO:0008168; GO:0004644	Escherichia coli (strain K12)	purN b2500 JW2485
P15254	purL	PUR4_ECOLI	GO:0006189; GO:0005524; GO:0042623; GO:0005737; GO:0005829; GO:0006541; GO:0046872; GO:0004642; GO:0006164; GO:0009156	Escherichia coli (strain K12)	purL purI b2557 JW2541
B1XAX4	purM	PUR5_ECODH	GO:0006189; GO:0005524; GO:0005737; GO:0004641	Escherichia coli (strain K12 / DH10B)	purM ECDH10B_2665
C4ZX74	purM	PUR5_ECOBW	GO:0006189; GO:0005524; GO:0005737; GO:0004641	Escherichia coli (strain K12 / MC4100 / BW2952)	purM BWG_2263
P08178	purM	PUR5_ECOLI	GO:0006189; GO:0005524; GO:0005829; GO:0004641	Escherichia coli (strain K12)	purM purG b2499 JW2484
C4ZX51	purC	PUR7_ECOBW	GO:0006189; GO:0005524; GO:0004639	Escherichia coli (strain K12 / MC4100 / BW2952)	purC BWG_2240
P0A7D7	purC	PUR7_ECOLI	GO:0006189; GO:0005524; GO:0046084; GO:0005829; GO:0016020; GO:0004638; GO:0004639	Escherichia coli (strain K12)	purC b2476 JW2461
B1XAE8	purC	PUR7_ECODH	GO:0006189; GO:0005524; GO:0004639	Escherichia coli (strain K12 / DH10B)	purC ECDH10B_2642
P0AB89	purB	PUR8_ECOLI	GO:0044208; GO:0006189; GO:0070626; GO:0004018; GO:0006974; GO:0005829; GO:0051262; GO:0006163	Escherichia coli (strain K12)	purB b1131 JW1117
P15639	purH	PUR9_ECOLI	GO:0006189; GO:0003937; GO:0005829; GO:0004643	Escherichia coli (strain K12)	purH b4006 JW3970
B1XC09	purH	PUR9_ECODH	GO:0006189; GO:0003937; GO:0004643	Escherichia coli (strain K12 / DH10B)	purH ECDH10B_4195
C5A0U7	purH	PUR9_ECOBW	GO:0006189; GO:0003937; GO:0004643	Escherichia coli (strain K12 / MC4100 / BW2952)	purH BWG_3666
B1XDS8	purA	PURA_ECODH	GO:0044208; GO:0005525; GO:0004019; GO:0005737; GO:0000287	Escherichia coli (strain K12 / DH10B)	purA ECDH10B_4372
C4ZR54	purA	PURA_ECOBW	GO:0044208; GO:0005525; GO:0004019; GO:0005737; GO:0000287	Escherichia coli (strain K12 / MC4100 / BW2952)	purA BWG_3889
P0A7D4	purA	PURA_ECOLI	GO:0044208; GO:0005525; GO:0046040; GO:0046086; GO:0004019; GO:0006974; GO:0005737; GO:0005829; GO:0000287; GO:0016020; GO:0015949; GO:0006164	Escherichia coli (strain K12)	purA adeK b4177 JW4135
P0AG18	purE	PURE_ECOLI	GO:0006189; GO:0034023; GO:0005829	Escherichia coli (strain K12)	purE b0523 JW0512
P09029	purK	PURK_ECOLI	GO:0006189; GO:0034028; GO:0005524; GO:0046084; GO:0005829; GO:0046872; GO:0004638; GO:0004639	Escherichia coli (strain K12)	purK b0522 JW0511
C4ZYC2	purR	PURR_ECOBW	GO:0003677; GO:0045892; GO:0006164; GO:0003700; GO:0006351	Escherichia coli (strain K12 / MC4100 / BW2952)	purR BWG_1474
P0ACP7	purR	PURR_ECOLI	GO:0003677; GO:0005829; GO:0045892; GO:0006164; GO:0003700; GO:0006351	Escherichia coli (strain K12)	purR b1658 JW1650
C4ZZK6	purT	PURT_ECOBW	GO:0006189; GO:0005524; GO:0000287; GO:0043815; GO:0004644	Escherichia coli (strain K12 / MC4100 / BW2952)	purT BWG_1663
B1XHB7	purT	PURT_ECODH	GO:0006189; GO:0005524; GO:0000287; GO:0043815; GO:0004644	Escherichia coli (strain K12 / DH10B)	purT ECDH10B_1990
P33221	purT	PURT_ECOLI	GO:0006189; GO:0005524; GO:0008776; GO:0046084; GO:0005829; GO:0000287; GO:0004638; GO:0004639; GO:0043815; GO:0004644; GO:0016310	Escherichia coli (strain K12)	purT b1849 JW1838
P37051	purU	PURU_ECOLI	GO:0006189; GO:0009257; GO:0016597; GO:0005829; GO:0008864; GO:0016742; GO:0006730; GO:0006164; GO:0009152	Escherichia coli (strain K12)	purU tgs ychI b1232 JW1220
P09546	putA	PUTA_ECOLI	GO:0003842; GO:0003677; GO:0004029; GO:0000986; GO:0009898; GO:0050660; GO:0045892; GO:0006561; GO:0010133; GO:0004657; GO:0043565; GO:0006351; GO:0001141	Escherichia coli (strain K12)	putA poaA b1014 JW0999
P07117	putP	PUTP_ECOLI	GO:0005887; GO:0005886; GO:0035524; GO:0015824; GO:0005298; GO:0015912; GO:0031402	Escherichia coli (strain K12)	putP b1015 JW1001
P78061	puuA	PUUA_ECOLI	GO:0005524; GO:0004356; GO:0034024; GO:0006542; GO:0009447	Escherichia coli (strain K12)	puuA ycjK b1297 JW5201
P76038	puuD	PUUD_ECOLI	GO:0033969; GO:0006541; GO:0009447	Escherichia coli (strain K12)	puuD ycjL b1298 JW1291
P23883	puuC	PUUC_ECOLI	GO:0004029; GO:0004030; GO:0009447	Escherichia coli (strain K12)	puuC aldH b1300 JW1293
P37906	puuB	PUUB_ECOLI	GO:0055114; GO:0016491; GO:0009447	Escherichia coli (strain K12)	puuB ordL ycjA b1301 JW1294
P50457	puuE	PUUE_ECOLI	GO:0003867; GO:0009450; GO:0042802; GO:0009447; GO:0030170	Escherichia coli (strain K12)	puuE goaG b1302 JW1295
P76037	puuP	PUUP_ECOLI	GO:1902475; GO:0015179; GO:0015807; GO:0003333; GO:0015297; GO:0006974; GO:0005887; GO:0005886; GO:0015992; GO:0009447; GO:0015489; GO:0015847; GO:0015295	Escherichia coli (strain K12)	puuP ycjJ b1296 JW1289
P0A9U6	puuR	PUUR_ECOLI	GO:0003677; GO:0009447; GO:0006355; GO:0043565; GO:0006351	Escherichia coli (strain K12)	puuR ycjC b1299 JW1292
B1XEM6	pyrB	PYRB_ECODH	GO:0044205; GO:0006207; GO:0016597; GO:0004070; GO:0006520	Escherichia coli (strain K12 / DH10B)	pyrB ECDH10B_4440
P0A786	pyrB	PYRB_ECOLI	GO:0044205; GO:0006207; GO:0016597; GO:0004070; GO:0006520; GO:0005737; GO:0005829; GO:0009220	Escherichia coli (strain K12)	pyrB b4245 JW4204
C4ZRB8	pyrB	PYRB_ECOBW	GO:0044205; GO:0006207; GO:0016597; GO:0004070; GO:0006520	Escherichia coli (strain K12 / MC4100 / BW2952)	pyrB BWG_3953
C4ZS02	pyrC	PYRC_ECOBW	GO:0044205; GO:0004151; GO:0019856; GO:0008270	Escherichia coli (strain K12 / MC4100 / BW2952)	pyrC BWG_0910
B1X9H5	pyrC	PYRC_ECODH	GO:0044205; GO:0004151; GO:0019856; GO:0008270	Escherichia coli (strain K12 / DH10B)	pyrC ECDH10B_1133
P05020	pyrC	PYRC_ECOLI	GO:0044205; GO:0006207; GO:0005829; GO:0004151; GO:0008270	Escherichia coli (strain K12)	pyrC b1062 JW1049
P0A7E1	pyrD	PYRD_ECOLI	GO:0044205; GO:0006207; GO:0010181; GO:0005737; GO:0005829; GO:0004152; GO:0016020; GO:0005886	Escherichia coli (strain K12)	pyrD b0945 JW0928
B1X8P9	pyrD	PYRD_ECODH	GO:0044205; GO:0006207; GO:0005737; GO:0004152; GO:0005886	Escherichia coli (strain K12 / DH10B)	pyrD ECDH10B_1015
C4ZQ71	pyrD	PYRD_ECOBW	GO:0044205; GO:0006207; GO:0005737; GO:0004152; GO:0005886	Escherichia coli (strain K12 / MC4100 / BW2952)	pyrD BWG_0797
C4ZXN4	pyrE	PYRE_ECOBW	GO:0044205; GO:0000287; GO:0004588	Escherichia coli (strain K12 / MC4100 / BW2952)	pyrE BWG_3333
P0A7E3	pyrE	PYRE_ECOLI	GO:0044205; GO:0006207; GO:0005737; GO:0005829; GO:0000287; GO:0004588; GO:0006221	Escherichia coli (strain K12)	pyrE b3642 JW3617
B1X976	pyrE	PYRE_ECODH	GO:0044205; GO:0000287; GO:0004588	Escherichia coli (strain K12 / DH10B)	pyrE ECDH10B_3824
C4ZTX6	pyrF	PYRF_ECOBW	GO:0044205; GO:0006207; GO:0004590	Escherichia coli (strain K12 / MC4100 / BW2952)	pyrF BWG_1112
B1XBN2	pyrF	PYRF_ECODH	GO:0044205; GO:0006207; GO:0004590	Escherichia coli (strain K12 / DH10B)	pyrF ECDH10B_1398
P08244	pyrF	PYRF_ECOLI	GO:0044205; GO:0006207; GO:0006222; GO:0016831; GO:0005737; GO:0005829; GO:0015949; GO:0004590	Escherichia coli (strain K12)	pyrF b1281 JW1273
B1XDJ0	pyrG	PYRG_ECODH	GO:0044210; GO:0005524; GO:0003883; GO:0006541	Escherichia coli (strain K12 / DH10B)	pyrG ECDH10B_2947
C4ZZT3	pyrG	PYRG_ECOBW	GO:0044210; GO:0005524; GO:0003883; GO:0006541	Escherichia coli (strain K12 / MC4100 / BW2952)	pyrG BWG_2515
P0A7E5	pyrG	PYRG_ECOLI	GO:0044210; GO:0005524; GO:0006241; GO:0003883; GO:0005829; GO:0006541; GO:0042802	Escherichia coli (strain K12)	pyrG b2780 JW2751
P0A7E9	pyrH	PYRH_ECOLI	GO:0044210; GO:0005524; GO:0033862; GO:0005829; GO:0042802; GO:0046939; GO:0006221	Escherichia coli (strain K12)	pyrH smbA b0171 JW0166
C4ZRB7	pyrI	PYRI_ECOBW	GO:0006207; GO:0009347; GO:0046872; GO:0006221	Escherichia coli (strain K12 / MC4100 / BW2952)	pyrI BWG_3952
B1XEM5	pyrI	PYRI_ECODH	GO:0006207; GO:0009347; GO:0046872; GO:0006221	Escherichia coli (strain K12 / DH10B)	pyrI ECDH10B_4439
P0A7F3	pyrI	PYRI_ECOLI	GO:0006207; GO:0009347; GO:0005737; GO:0006221; GO:0008270	Escherichia coli (strain K12)	pyrI b4244 JW4203
P28304	qorA	QOR1_ECOLI	GO:0003960; GO:0005737; GO:0005829; GO:0008270	Escherichia coli (strain K12)	qorA hcz qor qor1 b4051 JW4011
P0AA53	qmcA	QMCA_ECOLI	GO:0016021; GO:0005886	Escherichia coli (strain K12)	qmcA ybbK b0489 JW0478
P39315	qorB	QOR2_ECOLI	GO:0003955; GO:0005829; GO:0016655	Escherichia coli (strain K12)	qorB qor2 ytfG b4211 JW4169
P52076	qseB	QSEB_ECOLI	GO:0003677; GO:0005737; GO:0000156; GO:0010628; GO:0045893; GO:0009372; GO:0010038; GO:0006351	Escherichia coli (strain K12)	qseB ygiX b3025 JW2993
P40719	qseC	QSEC_ECOLI	GO:0005524; GO:0016021; GO:0005622; GO:0018106; GO:0000155; GO:0000160; GO:0005886; GO:0023014	Escherichia coli (strain K12)	qseC ygiY b3026 JW2994
C4ZTG2	queA	QUEA_ECOBW	GO:0005737; GO:0016853; GO:0008616; GO:0016740	Escherichia coli (strain K12 / MC4100 / BW2952)	queA BWG_0287
B1XEZ3	queA	QUEA_ECODH	GO:0005737; GO:0016853; GO:0008616; GO:0016740	Escherichia coli (strain K12 / DH10B)	queA ECDH10B_0361
P0A7F9	queA	QUEA_ECOLI	GO:0051075; GO:0005829; GO:0008616; GO:0002099	Escherichia coli (strain K12)	queA b0405 JW0395
B1XFN2	queC	QUEC_ECODH	GO:0005524; GO:0016879; GO:0008616; GO:0008270	Escherichia coli (strain K12 / DH10B)	queC ECDH10B_0400
P77756	queC	QUEC_ECOLI	GO:0005524; GO:0016879; GO:0008616; GO:0008270	Escherichia coli (strain K12)	queC ybaX b0444 JW0434
C4ZTK1	queC	QUEC_ECOBW	GO:0005524; GO:0016879; GO:0008616; GO:0008270	Escherichia coli (strain K12 / MC4100 / BW2952)	queC BWG_0326
P65870	queD	QUED_ECOLI	GO:0070497; GO:0042802; GO:0008616; GO:0008270	Escherichia coli (strain K12)	queD ygcM b2765 JW2735
P64554	queE	QUEE_ECOLI	GO:0051539; GO:0016840; GO:0005829; GO:0046872; GO:0008616	Escherichia coli (strain K12)	queE ygcF b2777 JW2748
C4ZZU9	queF	QUEF_ECOBW	GO:0005737; GO:0046857; GO:0033739; GO:0008616	Escherichia coli (strain K12 / MC4100 / BW2952)	queF BWG_2532
B1XDK3	queF	QUEF_ECODH	GO:0005737; GO:0046857; GO:0033739; GO:0008616	Escherichia coli (strain K12 / DH10B)	queF ECDH10B_2963
Q46920	queF	QUEF_ECOLI	GO:0005829; GO:0046857; GO:0033739; GO:0008616	Escherichia coli (strain K12)	queF yqcD b2794 JW2765
P39288	queG	QUEG_ECOLI	GO:0051539; GO:0005737; GO:0052693; GO:0046872; GO:0008616; GO:0008033	Escherichia coli (strain K12)	queG yjeS b4166 JW4124
P15033	racC	RACC_ECOLI		Escherichia coli (strain K12)	racC b1351 JW1345
P76062	racR	RACR_ECOLI	GO:0003677; GO:0006355; GO:0006351	Escherichia coli (strain K12)	racR ydaR b1356 JW1351
P24554	radA	RADA_ECOLI	GO:0005524; GO:0008094; GO:0003684; GO:0046872; GO:0000725	Escherichia coli (strain K12)	radA sms b4389 JW4352
P0AD49	raiA	RAIA_ECOLI	GO:0005829; GO:0022627; GO:0045900; GO:0045947; GO:0044238; GO:0009409; GO:0043024	Escherichia coli (strain K12)	raiA yfiA b2597 JW2578
P33229	ralR	RALR_ECOLI	GO:0009307; GO:1990238; GO:0046677	Escherichia coli (strain K12)	ralR lar ral ydaB b1348 JW5208
P60240	rapA	RAPA_ECOLI	GO:0005524; GO:0016887; GO:0003677; GO:0070063; GO:0004386; GO:0003676; GO:0045893; GO:0006351	Escherichia coli (strain K12)	rapA hepA yabA b0059 JW0058
C4ZPY3	rapA	RAPA_ECOBW	GO:0005524; GO:0003677; GO:0004386; GO:0006355; GO:0006351	Escherichia coli (strain K12 / MC4100 / BW2952)	rapA BWG_0055
C4ZSU4	rapZ	RAPZ_ECOBW	GO:0005524; GO:0005525; GO:0003723	Escherichia coli (strain K12 / MC4100 / BW2952)	rapZ BWG_2907
B1XHI0	rapZ	RAPZ_ECODH	GO:0005524; GO:0005525; GO:0003723	Escherichia coli (strain K12 / DH10B)	rapZ ECDH10B_3379
P0A894	rapZ	RAPZ_ECOLI	GO:0005524; GO:0005525; GO:0003723; GO:0006396; GO:0042802; GO:0048518	Escherichia coli (strain K12)	rapZ yhbJ b3205 JW3172
P0AAZ4	rarA	RARA_ECOLI	GO:0005524; GO:0003677; GO:0006310; GO:0006261; GO:0030894	Escherichia coli (strain K12)	rarA mgsA ycaJ b0892 JW0875
P27844	rarD	RARD_ECOLI	GO:0016021; GO:0005887; GO:0005886; GO:0005215	Escherichia coli (strain K12)	rarD b3819 JW5589
P0AGL5	ratA	RATA_ECOLI	GO:0045947; GO:0043023	Escherichia coli (strain K12)	ratA pasT yfjG b2619 JW2600
P52119	ratB	RATB_ECOLI		Escherichia coli (strain K12)	ratB pasI yfjF b2618 JW2599
C4ZZ24	ravA	RAVA_ECOBW	GO:0005524; GO:0016887; GO:0005737; GO:0016820	Escherichia coli (strain K12 / MC4100 / BW2952)	ravA BWG_3437
P31473	ravA	RAVA_ECOLI	GO:0005524; GO:0016887; GO:0005737; GO:0005829; GO:0016820; GO:0042802	Escherichia coli (strain K12)	ravA yieN b3746 JW3725
Q47152	rayT	RAYT_ECOLI	GO:0006310; GO:0043565; GO:0043566; GO:0004803; GO:0006313	Escherichia coli (strain K12)	rayT TnpAREP yafM b0228 JW0218
P37624	rbbA	RBBA_ECOLI	GO:0005524; GO:0016887; GO:0042623; GO:0060187; GO:0022627; GO:0016021; GO:0016020; GO:0005886; GO:0045727; GO:0043024; GO:0006810	Escherichia coli (strain K12)	rbbA yhiG yhiH b3486 JW5676
B1XGX9	rbfA	RBFA_ECODH	GO:0005737; GO:0006364	Escherichia coli (strain K12 / DH10B)	rbfA ECDH10B_3341
P0A7G2	rbfA	RBFA_ECOLI	GO:0006974; GO:0005829; GO:0030490; GO:0009409; GO:0043024	Escherichia coli (strain K12)	rbfA P15B yhbB b3167 JW3136
C4ZSQ8	rbfA	RBFA_ECOBW	GO:0005737; GO:0006364	Escherichia coli (strain K12 / MC4100 / BW2952)	rbfA BWG_2871
P0A8V0	rbn	RBN_ECOLI	GO:0042781; GO:0090503; GO:0004532; GO:0004518; GO:0034414; GO:0008033; GO:0008270	Escherichia coli (strain K12)	rbn elaC rnz b2268 JW2263
C4ZUB1	rbn	RBN_ECOBW	GO:0016891; GO:0004527; GO:0042779; GO:0008270	Escherichia coli (strain K12 / MC4100 / BW2952)	rbn rnz BWG_2042
P04983	rbsA	RBSA_ECOLI	GO:0005524; GO:0043190; GO:0015591; GO:0042882; GO:0015612	Escherichia coli (strain K12)	rbsA b3749 JW3728
P02925	rbsB	RBSB_ECOLI	GO:0006935; GO:0016021; GO:0016020; GO:0015145; GO:0015749; GO:0030288; GO:0005886	Escherichia coli (strain K12)	rbsB prlB rbsP b3751 JW3730
P0AGI1	rbsC	RBSC_ECOLI	GO:0016021; GO:0015145; GO:0015749; GO:0005886	Escherichia coli (strain K12)	rbsC b3750 JW3729
B1X9X5	rbsD	RBSD_ECODH	GO:0019303; GO:0005737; GO:0016872; GO:0048029	Escherichia coli (strain K12 / DH10B)	rbsD ECDH10B_3936
P04982	rbsD	RBSD_ECOLI	GO:0019303; GO:0005829; GO:0042802; GO:0016872; GO:0016866; GO:0048029	Escherichia coli (strain K12)	rbsD b3748 JW5857
C4ZZ26	rbsD	RBSD_ECOBW	GO:0019303; GO:0005737; GO:0016872; GO:0048029	Escherichia coli (strain K12 / MC4100 / BW2952)	rbsD BWG_3439
